Source_Pincode,Destination_Pincode,Number_of_Days
790001,143302,2
815301,144001,2
782485,690538,5
364295,685589,4
678591,636004,6
761031,814160,4
141107,601201,3
323601,786001,4
606107,670503,2
335802,303105,4
678504,786173,6
731213,641007,2
534260,212641,4
273304,784190,6
742137,506224,3
182312,641026,2
380058,271307,6
246747,481449,4
283152,331026,2
643216,522412,4
743233,230139,6
462008,691003,5
735204,176107,2
625582,625001,4
522438,670693,5
383246,577419,5
828112,581320,4
735209,627858,4
231211,385506,4
301712,637406,3
180015,686692,3
625605,816110,6
788115,814141,6
450445,360576,6
485001,440033,5
688525,824235,3
629401,274204,4
680010,384360,4
143022,515766,6
792104,275105,3
520007,414303,2
626133,583234,2
700059,400704,3
606704,474001,5
210421,781128,6
723155,824235,3
758082,144531,4
603211,142027,2
577598,796014,2
625221,387550,2
283115,531025,2
713346,814115,4
781016,516151,5
700059,506151,6
382481,206245,2
501106,413514,5
394140,583223,6
700114,532148,4
755005,700145,6
311302,416704,6
497231,591263,6
679563,342310,6
458775,638056,6
343049,229209,2
821112,470001,2
695505,425423,4
477117,151302,2
229120,413602,4
271209,786157,4
327026,135102,2
561210,506201,2
841420,533248,4
249180,676502,2
700052,691006,5
517620,209726,6
695134,673528,5
611101,805110,2
403513,636202,6
626112,400088,2
678706,302022,3
175047,221103,4
229208,841460,2
192304,627803,2
614707,639202,4
689104,413411,6
524408,505416,6
441105,751006,5
576217,508277,4
303505,828108,5
131408,470228,5
415404,394185,2
389370,690533,4
221207,388610,2
425406,583280,2
768005,576107,2
110077,362140,3
394140,444303,2
175008,466665,3
741124,626138,4
571450,622203,2
574241,751021,5
413530,411027,2
743251,741158,5
396360,744102,5
628720,573212,5
531075,577519,2
515722,573101,5
361306,784153,5
332705,793123,4
180018,281206,4
143114,262906,5
700075,683546,5
143009,786126,3
721449,522316,5
641111,171224,5
506244,212203,3
412402,826004,5
606115,637406,6
638656,274701,3
457441,783124,5
560058,382715,4
600130,534330,4
177202,752113,6
232330,192123,5
533210,325215,6
271603,532218,3
416531,626101,6
394115,636701,5
160004,414103,6
586112,629174,3
848117,262532,3
483504,522016,6
685602,581302,3
612904,176060,3
342901,802156,4
736145,532404,2
691311,581303,6
306022,535534,3
393001,431143,6
174312,305412,2
360450,127042,5
762017,246721,5
614404,403801,4
577553,361310,2
765018,686512,3
370660,221303,6
201103,224209,4
444311,811112,2
314032,683572,2
522317,247001,6
391155,482008,5
174301,581305,4
362235,781351,3
606702,798612,2
532474,604102,6
249205,685566,4
322212,458389,2
171217,721201,3
700120,416517,2
612001,743331,3
321204,313703,6
742306,604101,6
400081,670705,6
733156,600106,4
247129,501511,4
570022,416601,6
226301,533223,3
384325,277213,5
785703,283110,3
794002,783339,4
682556,422012,2
515445,504106,2
607401,585417,2
283152,431503,4
413310,758046,3
241406,180020,2
382449,582116,2
577125,630553,2
523187,712413,5
507202,227807,4
321607,793200,5
250104,685508,4
110030,313024,5
680703,209214,4
712104,852115,4
695582,413520,5
311805,445105,5
480888,507122,6
505186,230135,3
678533,140117,2
388245,391530,4
828108,415605,6
637204,361310,2
493335,382835,6
382721,345031,3
767001,842004,6
125078,143413,2
733141,676312,5
383001,518206,6
560035,686146,3
462042,110055,2
723133,272151,6
576228,134108,5
743507,313802,4
411045,210501,3
394170,712102,3
767027,482002,3
758082,695010,5
826005,736202,5
209729,143512,2
125053,577131,5
606611,492015,5
152028,769002,3
825312,621302,2
145029,143202,4
614626,172105,3
416001,606304,3
581355,243002,5
755017,495556,4
124501,202282,3
571427,827004,5
273163,680552,5
151504,416504,2
783135,244223,4
581113,482020,6
571405,383210,4
384355,788719,2
221717,331811,5
689533,283119,2
263622,792001,2
497220,577415,2
523180,782136,6
600034,768103,4
532456,132157,3
144009,500073,5
473335,305021,4
733126,485331,3
805141,688013,5
263632,332021,2
327024,781310,4
272175,754227,5
263658,846005,2
496330,182161,6
625015,332705,5
175004,572223,6
752065,502257,2
852130,515871,6
797104,758082,4
307027,799114,5
788719,735205,4
847103,204214,2
572105,431509,3
682554,723213,4
321411,735234,3
387325,124504,2
851134,416304,5
786601,802101,5
522316,841422,3
110032,502281,2
262406,148105,5
144025,643004,4
500058,121009,5
416105,403202,5
670017,583234,5
144631,246439,5
487334,209747,2
110090,631701,3
577522,141113,4
533296,560097,2
431154,612501,5
416221,276138,5
251311,784165,6
736176,700153,6
462003,411033,5
474002,524402,3
201010,508248,5
721451,627425,4
523171,403202,2
210422,722149,5
342027,631152,5
403704,229411,3
484116,686502,4
211001,801113,6
833221,177006,3
786622,848121,6
695143,841225,6
522437,791002,5
249165,491995,4
585217,732123,4
853203,713420,5
695006,425109,5
176053,274182,3
144408,832404,3
679554,686665,5
201003,143533,6
470119,313038,5
637405,533262,3
248003,382850,2
825402,631702,6
457441,441214,3
670604,742163,4
680617,627152,2
582116,678534,6
722175,788120,5
845418,577213,6
413307,571442,2
722203,151003,6
364140,461221,5
415712,384285,6
413514,678596,5
781329,313803,2
523263,609604,3
535581,151111,3
122505,700008,4
522201,246167,6
141016,416404,3
583281,689650,6
185155,603319,3
176047,533463,4
176057,752025,3
764076,792103,3
143105,193222,4
176303,400614,5
422209,431518,5
361012,802112,6
151206,472337,4
680697,614101,5
828307,281305,6
507121,829112,2
680687,110032,2
793009,600073,3
412209,174309,5
524341,573220,3
636404,394405,5
370020,454446,2
642122,141110,3
614101,523273,3
522619,742407,4
262903,793114,4
441901,481668,3
496001,229305,3
521125,622515,6
678555,571426,6
246701,764063,5
586108,783361,3
690573,301001,4
627862,515775,4
562104,733158,4
844117,394235,4
466125,431121,5
148035,222144,4
177201,605109,2
416603,306301,3
246166,345001,5
847231,470672,2
585403,121012,6
759132,209729,2
127027,626136,5
583104,741165,3
274808,361170,4
691553,607109,6
591117,642006,3
560016,388230,4
425452,276207,5
591123,695581,6
192302,493114,5
423602,495660,3
500042,600029,3
134116,572120,5
713381,534316,3
212201,394325,6
176319,272270,5
574226,414505,2
841424,600045,5
321606,575003,6
577126,424004,5
764063,481996,2
782450,523326,6
176309,392155,4
226030,770048,2
476444,846003,3
795144,362315,3
232118,781103,4
796008,713101,2
480107,721424,2
829113,522615,2
431604,581111,3
515211,712308,6
425001,365410,2
767002,176062,6
712235,209732,5
534003,743133,2
444601,384345,5
190019,142046,3
583136,441914,4
629166,173024,2
695008,370511,3
691585,601103,6
144523,627101,4
825325,600126,3
413201,743347,5
202146,759040,5
610107,781319,6
431605,583203,5
232105,690528,4
585310,671121,5
764046,441102,4
600128,845101,3
577557,642114,5
480554,691312,3
302003,261207,2
639119,284303,4
470772,345028,4
604203,560059,6
210209,312616,3
609703,628704,3
679513,518442,5
431113,712512,3
608901,500006,2
425502,606206,4
151207,781329,5
370155,516360,3
144036,571320,4
560014,508224,2
765015,673308,6
786157,142053,4
284305,629177,4
261131,641037,5
305005,471405,2
341515,712245,6
636006,643212,3
517257,209728,6
620022,585210,5
695012,641010,5
124021,805110,5
765018,384246,3
110076,457887,2
577512,431801,5
334201,411037,6
804422,761213,6
844121,796310,4
518348,689661,6
414605,221313,2
829116,521402,4
516233,425113,6
802126,400008,6
177210,284123,5
410204,274304,2
688011,285001,6
502375,204214,5
143109,360578,3
788118,494335,4
305801,174024,6
736165,385135,3
272161,175052,5
211013,534123,4
500097,576211,3
229411,783336,6
591307,673503,4
275102,762107,4
133203,632315,4
722203,421605,5
815315,852132,4
506345,638107,6
802302,110026,5
713402,431001,4
841202,756137,6
151504,524322,6
388640,181131,2
642007,110031,2
341510,144013,4
304801,829210,4
786004,131024,3
400049,465118,6
465113,413207,5
522303,841504,6
232328,496001,6
523223,303108,4
394345,690508,3
321028,721458,2
444404,638504,3
631501,177048,4
243636,581208,2
781378,212507,5
605008,201007,6
123102,570023,3
685591,421308,6
686105,638057,4
700001,458226,4
759125,481115,3
332719,630556,2
394620,443104,3
854317,841505,2
614303,680505,6
813203,689107,3
678702,627109,3
144105,632010,5
502316,794103,5
500061,636109,3
495554,831004,2
570010,425105,3
140412,683587,3
841414,392150,4
571105,248015,2
574230,637214,4
781349,636115,6
142052,445202,2
522317,822132,3
480881,505514,2
534313,303803,6
673015,671315,4
581330,502103,5
444804,314801,5
261136,413801,5
262543,643003,5
413201,763004,3
811106,207302,5
782127,142030,4
605105,621712,6
563121,792129,6
723146,783375,2
473585,763008,2
143412,756127,5
224121,735206,2
246727,411047,5
303806,431212,3
142037,786613,3
622422,695141,2
700075,533447,2
814160,517423,5
249165,841205,2
821108,192210,5
754005,400010,2
396380,637020,4
110076,825401,5
722136,604601,4
475110,695028,6
416549,835218,3
500096,841233,4
172114,591244,4
755044,713168,2
360510,335073,6
515551,573103,5
175038,482009,5
204214,632516,2
141002,571249,2
624401,851217,3
626001,275203,6
494553,621729,3
509130,577431,3
736165,571111,2
421601,695542,6
712247,591254,6
848505,382760,4
731213,244412,3
184101,585213,5
610003,193202,3
621730,225415,4
313031,680689,2
625301,458990,5
786610,209101,4
635710,670691,6
470004,400066,5
388170,691557,4
585214,629801,4
174315,781303,5
713383,689652,4
734311,533002,3
680101,600082,5
176313,424106,2
751011,494335,2
224161,502319,4
643233,533294,6
521344,680101,5
314023,306501,4
683502,504303,6
685571,624403,5
620009,517640,5
403115,284303,4
507118,262544,4
757020,841213,3
147201,743286,3
711114,271210,6
502279,389146,4
395007,313602,2
502115,208019,5
212641,180016,2
788723,635307,2
770032,608703,4
176304,176077,6
613204,785683,5
785611,631201,6
712702,403502,2
829111,364313,6
425423,504309,4
629158,190006,2
175006,713336,2
695015,142050,6
504297,110026,3
263630,232325,5
744304,583211,2
841437,815301,5
385350,276203,3
342003,622304,5
452006,509128,5
522412,607005,5
125060,425418,4
802166,611110,6
311030,175009,4
581350,394325,6
192304,532290,5
321408,561209,5
673527,241126,6
743370,761206,6
637105,242127,5
415613,521150,2
522659,392035,6
246728,801102,5
365560,388160,2
457885,335503,6
262531,413710,4
721158,384002,5
682306,622403,2
852127,431131,6
679101,483442,4
560079,503144,2
574234,184143,6
485773,828404,2
176315,210425,2
605111,284301,6
282002,743438,4
326023,829150,3
629157,312401,3
518599,450110,3
177105,824124,5
691578,534007,2
805102,636142,6
614710,423502,4
221006,575008,5
444803,682309,6
631606,576115,4
247777,814112,5
580001,673586,5
804405,400603,2
622202,228145,5
516004,848129,4
612602,421005,4
688012,621001,3
521301,444904,2
470221,585306,2
160104,852113,5
691308,485441,3
302016,176303,2
495224,638003,3
680664,788803,2
212107,629502,2
518467,380060,5
614015,228161,5
301416,361001,4
570017,390008,2
713323,471201,3
788126,782439,3
323307,766032,2
600082,403602,3
743349,382728,3
202130,678651,3
721130,243122,2
144407,784508,6
388210,231213,3
636202,306602,4
303503,784165,3
828205,140401,6
788161,641669,3
609308,768002,5
125047,440012,2
621202,524005,2
222165,670651,4
207401,384210,2
362715,444808,6
389155,212402,3
622301,396385,6
391421,313332,5
574260,503302,5
766012,761020,3
221207,783331,5
583135,700044,6
142042,631201,6
485441,182204,6
403402,411057,4
177201,414501,6
303006,833220,6
792001,824203,6
760010,847302,2
759022,711305,5
495691,521151,5
141109,176313,6
393020,530043,2
560067,609704,2
243751,364240,5
421603,303509,5
757025,221108,6
793122,332312,3
146001,768017,5
855116,193101,4
641654,245301,3
636011,743287,5
638054,804419,2
425505,755009,6
415107,228001,3
250341,605109,2
638457,209214,4
413721,140601,6
475686,734014,3
444505,782140,2
301028,534202,3
770016,425432,4
504218,506343,4
333023,505528,4
507183,534222,2
222143,444506,3
562138,570004,2
670006,506344,3
394270,801304,5
584111,151212,3
637303,480447,2
743223,244717,3
563115,226301,4
400070,488220,3
737116,493559,3
383270,743291,6
414402,845452,4
751008,507201,3
690505,843127,5
600016,781131,5
586129,678503,4
182202,390024,5
364130,821111,6
787055,733121,6
743355,326501,6
843321,441122,6
276141,221308,2
517592,230131,3
244415,400008,3
233225,311605,2
177201,396105,2
695024,207124,6
621312,625515,4
402107,333034,2
175049,177024,4
700055,388480,4
609314,244242,6
632006,335021,4
261404,312619,2
691002,636454,4
516104,471515,5
571431,385135,2
518010,571401,4
824102,721424,3
761100,464221,5
333035,572111,5
609701,756081,2
262520,403107,6
834008,306114,3
242226,509126,5
761213,422212,6
413517,854329,4
734005,638105,2
174317,500049,2
416626,835205,2
841287,533126,2
301020,831013,3
635101,764078,3
441804,423703,5
462066,132102,3
303103,571433,5
221505,175143,5
601102,757082,5
577544,464672,2
802163,171010,4
741158,848114,3
607203,670676,3
636013,136020,5
752038,785681,3
323802,276301,6
229308,799250,2
630208,534206,6
382835,242042,5
522626,671323,5
425409,304804,2
845436,400091,4
441804,813208,5
756025,607303,3
523214,803307,2
181221,641013,4
636454,586212,3
207003,679502,3
136118,841416,6
682553,121107,2
495682,444403,2
623503,121004,4
389350,563132,3
764039,244410,2
581335,276204,6
700056,243005,3
306707,523334,5
210341,127025,4
629501,571617,3
343028,203141,4
784154,402304,6
335051,414101,2
384260,764073,2
847103,360480,4
700111,759143,6
761029,331022,6
414607,627102,2
791113,110027,4
382745,224147,6
629702,581344,6
688004,765017,3
413120,382443,5
743312,491337,4
370405,413003,6
500064,532426,6
452005,851214,5
523304,609118,3
848208,484224,3
603406,457340,6
742149,600012,3
249181,686564,2
841231,768016,3
504106,609807,3
831002,223226,6
685503,424104,3
396560,413738,4
506342,142022,4
638312,136117,4
580001,332707,3
721646,782140,6
505129,731222,2
686141,852110,3
577160,304505,5
736205,804428,4
630561,795140,6
742103,385515,6
711317,799045,2
208004,481665,5
394140,365440,6
382750,713359,2
795139,635109,2
127310,301604,6
833104,624618,2
605014,751005,2
797120,333041,5
586103,334602,6
323022,766019,3
741222,532215,5
766001,335504,4
768204,382433,4
815301,202129,6
642206,627652,6
411012,757079,5
680581,721232,3
712149,229308,4
676307,636304,5
635652,534442,2
531025,781035,4
743375,431211,6
638454,140102,5
415415,673312,3
144101,813210,3
508279,303121,2
307027,500037,5
630203,700053,2
516454,793021,2
389155,614103,3
673638,560108,6
121002,484665,5
723133,229401,3
482009,271002,4
754005,584132,5
604201,571807,5
563128,416609,3
785664,691538,4
144106,341027,5
176306,243601,3
148100,721628,2
152002,522004,4
416305,110068,3
762112,571423,2
673016,584116,2
454116,781128,2
385310,854113,5
504308,721647,4
503124,226201,4
686041,829112,4
210203,741502,3
591211,425103,5
758081,626134,2
416517,765023,2
641110,531031,6
758085,609609,4
456665,676106,2
802208,502115,6
531085,143113,3
473001,451225,4
783324,516227,4
144001,456665,6
274703,828204,2
833222,571315,6
534462,307801,4
141421,534236,6
455227,585214,6
848202,225123,6
283136,613201,3
276140,848216,6
790104,205119,2
760010,628301,5
591238,500076,2
110041,423213,5
793112,847401,6
563160,212651,4
450117,673012,4
788819,713210,5
523169,506002,3
231304,799203,5
521229,606706,2
410405,712704,4
603107,736205,4
518122,591228,6
506006,591246,3
365555,632504,5
735101,678006,6
143118,609114,5
834008,843320,2
524005,533239,6
423501,440025,4
784171,625602,5
210208,273158,6
587201,131409,5
122009,680524,2
686518,534001,6
847422,685514,5
515832,754145,4
585328,609202,6
148108,636118,5
174305,533345,4
403505,782428,2
391160,574235,6
444705,246130,3
753006,227815,3
764072,785610,6
571115,523305,2
835217,333704,5
785682,843319,2
202140,841423,6
462011,143408,3
261207,424104,2
627006,491221,3
585325,172028,5
700020,621002,4
752085,274203,4
756083,623504,6
670305,205265,3
689520,722140,3
641011,741166,2
342005,301411,6
734014,612701,4
332711,410302,2
609116,630004,3
743293,509125,2
209722,504293,5
416508,152115,2
122006,488446,6
509126,631208,6
743345,802118,5
610202,627951,4
134104,582206,4
627426,412301,2
741256,475330,3
422113,712102,4
713430,642106,3
241203,580025,3
304501,391150,2
590003,209305,3
689646,712512,6
416503,144034,5
753004,473662,4
796410,495690,5
603003,523104,5
628908,416312,3
394620,713141,4
462002,452009,5
623407,509406,6
577421,678007,5
140103,272193,2
143517,110011,4
673615,700031,5
516439,125007,4
383215,781310,6
230127,143411,5
754132,585322,3
799003,591106,5
801501,852219,2
272193,509228,2
277503,533437,2
490036,313325,3
451228,560026,5
413210,210125,4
475673,713210,5
563135,282006,4
171203,686017,4
415524,769009,3
457893,679532,4
273310,125112,3
176065,172118,3
800005,770031,5
603406,572139,3
141117,123027,4
762112,495116,6
382780,491223,5
782139,151005,5
328027,122502,6
122503,384255,5
160017,273212,5
413505,700116,3
444311,276306,4
700157,756167,5
210201,277204,6
249411,334004,3
577557,148103,5
387110,533222,3
614401,629179,2
431125,458002,2
614602,591110,3
636119,678583,3
606906,177042,6
580031,795116,2
533264,416402,5
124109,210423,2
502246,233310,4
713101,854327,6
202281,123102,6
360577,682557,4
632114,791102,2
396321,761028,6
456440,202170,5
301035,142023,6
110044,413714,2
770048,783125,4
591235,515123,3
638504,504313,5
495330,712250,3
628902,600042,3
685562,768042,2
185135,380028,5
770072,193202,3
695145,431115,4
785682,456222,3
815313,679309,2
451660,209866,5
272271,458468,3
121007,362275,5
628621,680543,5
756132,211018,6
203202,487881,4
825312,628151,5
250611,173234,6
